0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 5, 24576
1, 2, 24576
0, 2, 24576
1, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 524, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 526, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 526, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 526, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 526, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 19918, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
1, 19920, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 19990, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
5, 20786, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
26, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
51, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
26, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
26, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
21, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
47, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
54, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
61, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
41, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
62, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
40, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
62, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
28, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
23, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
29, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
59, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
15, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
17, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
12, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
13, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
41, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
19, 21632, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
9, 21876, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
22, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
40, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
23, 22018, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
43, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
15, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
28, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
16, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
58, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
21, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
21, 21530, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
16, 22742, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
17, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
21, 21688, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
17, 21688, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
14, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
16, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
56, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
49, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
13, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
27, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
57, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
7, 23208, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
8, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
57, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
56, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
7, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
14, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
14, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
14, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
15, 21618, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
45, 21618, 24576
0, 2, 24576
