0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 5, 24576
1, 2, 24576
0, 2, 24576
1, 2, 24576
0, 5, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 5, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 5, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 5, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 5, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
1, 2, 24576
1, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 264, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20186, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20186, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20186, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20186, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20186, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
1, 20186, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20186, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20188, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20194, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20196, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20198, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20198, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
37, 20198, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
35, 20198, 24576
0, 2, 24576
0, 2, 24576
0, 2, 24576
0, 20198, 24576
0, 2, 24576
